paper_id,DOI,title,year,team_size,nc_team_size,external_team_size,topics,num_topics,shannon_entropy,normalized_shannon,blau_index,hhi,rao_stirling
10.1002/pld3.109,10.1002/pld3.109,"Arabidopsis bioinformatics resources: The current state, challenges, and priorities for the future",2019,24,1,23,data science; genomics; geospatial,3,1.0986122886681096,0.9999999999999998,0.6666666666666667,0.3333333333333333,0.29968813371601694
10.1002/pld3.133,10.1002/pld3.133,Directions for research and training in plant omics: Big Questions and Big Data,2019,20,2,18,Ag economics; Agtech; artificial intelligence; automation; biotic stress; breeding; carbon capture; community; computer vision; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; education; food security; food systems; fungi; gene expression; Genetics; genomics; geospatial; imaging; IoT; labor; machine learning; materials engineering; microbes; modeling; nematodes; nutrient cycle; outreach; pathology; pest mgmt; plant health; plant improvement; plant signalling; plant-microbe interactions; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; resource economics; risk management; robotics; science communication; sensing; social sciences; soil; sustainable ag; synthetic biology,58,4.060443010546419,1.0,0.9827586206896551,0.017241379310344827,0.3681535718659533
10.1002/pld3.192,10.1002/pld3.192,Inoculation with the mycorrhizal fungus Rhizophagus irregularis modulates the relationship between root growth and nutrient content in maize (Zea mays ssp. mays L.),2019,5,1,4,bioremediation; biotic stress; Ecology; fungi; microbes; nutrient cycle; plant health; plant improvement; plant signalling; plant-microbe interactions; soil,11,2.3978952727983707,1.0,0.9090909090909091,0.09090909090909091,0.4317086208482705
10.1002/pld3.240,10.1002/pld3.240,Flood resilience loci <i>SUBMERGENCE 1</i> and <i>ANAEROBIC GERMINATION 1</i> interact in seedlings established underwater,2020,10,1,9,biotic stress; gene expression; genomics; nutrient cycle; plant health; plant improvement; plant signalling; plant-microbe interactions,8,2.0794415416798357,1.0,0.875,0.125,0.35700097120216095
10.1002/pld3.316,10.1002/pld3.316,"Broadening the impact of plant science through innovative, integrative, and inclusive outreach",2021,29,2,27,Ag economics; Agtech; biotic stress; breeding; carbon capture; community; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; education; food security; food systems; fungi; Genetics; genomics; geospatial; microbes; modeling; outreach; pest mgmt; plant health; plant improvement; policy; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; science communication; social sciences; soil; sustainable ag; synthetic biology; workforce development,40,3.6888794541139363,1.0,0.975,0.025000000000000005,0.3510419138195203
10.1002/pld3.317,10.1002/pld3.317,Quantification of gray mold infection in lettuce using a bispectral imaging system under laboratory conditions,2021,4,4,0,Agtech; computer vision; conservation; Ecology; fungi; genomics; imaging; machine learning; microbes; modeling; pathology; pest mgmt; plant health; plant improvement; sensing; soil,16,2.772588722239781,1.0,0.9375,0.0625,0.29586228987583796
10.1002/pld3.70028,10.1002/pld3.70028,An Arabidopsis Cell Culture With Weak Circadian Rhythms Under Constant Light Compared With Constant Dark Can Be Rescued by ELF3,2024,3,3,0,biotic stress; fungi; gene expression; Genetics; genomics; nutrient cycle; plant health; plant improvement; plant signalling; proteomics; regulatory science; science communication; synthetic biology,13,2.564949357461537,1.0000000000000002,0.9230769230769231,0.07692307692307693,0.3463047993986153
10.1002/pld3.99,10.1002/pld3.99,Field‐grown soybean transcriptome shows diurnal patterns in photosynthesis‐related processes,2018,3,1,2,Agtech; biotic stress; breeding; community; conservation; CRISPR; data analytics; data science; disease control; Ecology; food systems; fungi; gene expression; Genetics; genomics; microbes; modeling; nutrient cycle; pathology; pest mgmt; plant health; plant improvement; plant signalling; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; science communication; sensing; soil; synthetic biology,32,3.4657359027997265,1.0,0.96875,0.03125,0.3427546474372789
10.1002/plr2.20031,10.1002/plr2.20031,Registration of 'GA06343-13E2 (TX-EL2)' soft red winter wheat,2021,19,4,15,,0,0.0,0.0,0.0,0.0,0.0
10.1002/plr2.20070,10.1002/plr2.20070,GA JT141-14E45': A new soft red winter wheat cultivar adapted to Georgia and the US Southeast region,2021,26,4,22,,0,0.0,0.0,0.0,0.0,0.0
10.1002/plr2.20102,10.1002/plr2.20102,Soft red winter wheat 'GA 051207-14E53': Adapted cultivar to Georgia and the US Southeast region,2021,26,4,22,breeding; plant health; plant improvement,3,1.0986122886681096,0.9999999999999998,0.6666666666666667,0.3333333333333333,0.3043197807966461
10.1002/plr2.20113,10.1002/plr2.20113,"A new soft red winter wheat cultivar, 'GA 07353-14E19', adapted to Georgia and the US Southeast environments",2021,27,3,24,biotic stress; breeding; food security; Genetics; genomics; pest mgmt; plant health; plant improvement,8,2.0794415416798357,1.0,0.875,0.125,0.3306499135963886
10.1002/plr2.20181,10.1002/plr2.20181,Registration of tropical populations of maize selected in parallel for early flowering time across the United States,2021,11,3,8,,0,0.0,0.0,0.0,0.0,0.0
10.1002/plr2.20235,10.1002/plr2.20235,A new soft red winter wheat cultivar 'GA 08535-15LE29' adapted to Georgia and the US southeast region,2022,23,3,20,plant health; plant improvement,2,0.6931471805599453,1.0,0.5,0.5,0.033283420286510546
10.1002/plr2.20343,10.1002/plr2.20343,"Registration of 'FL16045-25': An early-maturing, high-yielding, disease-resistant soft red facultative wheat cultivar for the southern United States",2024,22,4,18,,0,0.0,0.0,0.0,0.0,0.0
10.1002/plr2.20403,10.1002/plr2.20403,Registration of 'GA09436-16LE12': A new soft red winter wheat cultivar adapted to the US southeast region,2024,22,3,19,plant health; plant improvement,2,0.6931471805599453,1.0,0.5,0.5,0.033283420286510546
10.1002/ppap.201600095,10.1002/ppap.201600095,Micro-plasmoids in self organized filamentary dielectric barrier discharges,2016,5,1,4,,0,0.0,0.0,0.0,0.0,0.0
10.1002/ppap.201600198,10.1002/ppap.201600198,A combined low-pressure hydrogen peroxide evaporation plus hydrogen plasma treatment method for sterilization - Part 1: Characterization of the condensation process and proof-of-concept,2017,7,1,6,Ag economics; Agtech; artificial intelligence; automation; bioremediation; biotic stress; breeding; carbon capture; community; computer vision; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; food security; food systems; fungi; gene expression; Genetics; genomics; imaging; IoT; machine learning; materials engineering; microbes; modeling; nematodes; nutrient cycle; outreach; pathology; pest mgmt; plant health; plant improvement; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; resource economics; risk management; robotics; science communication; sensing; sensors; social sciences; soil; supply chain; sustainable ag; synthetic biology; waste management,57,4.04305126783455,1.0,0.9824561403508771,0.01754385964912281,0.3521826305480633
10.1002/ppap.201600199,10.1002/ppap.201600199,A combined low-pressure hydrogen peroxide evaporation plus hydrogen plasma treatment method for sterilization - Part 2: An intercomparison study of different biological systems,2016,9,1,8,Agtech; artificial intelligence; automation; bioremediation; biotic stress; breeding; carbon capture; community; conservation; CRISPR; data analytics; data science; decision support; digital twin; disease control; Ecology; food security; food systems; fungi; gene expression; Genetics; genomics; imaging; machine learning; materials engineering; microbes; modeling; outreach; pathology; plant health; plant improvement; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; risk management; science communication; sensing; sensors; social sciences; soil; sustainable ag; synthetic biology; waste management,47,3.850147601710058,0.9999999999999999,0.9787234042553191,0.021276595744680844,0.35614897845367105
10.1002/ppap.201600255,10.1002/ppap.201600255,Spatially resolved measurements of the physical plasma parameters and the chemical modifications in a twin surface dielectric barrier discharge for gas flow purification,2017,8,1,7,materials engineering,1,-0.0,0.0,0.0,1.0,0.0
10.1002/ppap.201800022,10.1002/ppap.201800022,Impact of plasma oxidation on structural features of human epidermal growth factor,2018,6,1,5,Ag economics; Agtech; artificial intelligence; automation; biotic stress; breeding; carbon capture; community; computer vision; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; food security; food systems; fungi; gene expression; Genetics; genomics; geospatial; imaging; IoT; machine learning; mass spectronomy; materials engineering; microbes; modeling; nutrient cycle; pathology; pest mgmt; plant health; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; resource economics; risk management; science communication; sensing; sensors; social sciences; soil; sustainable ag; synthetic biology,52,3.951243718581428,1.0000000000000002,0.9807692307692307,0.019230769230769232,0.3552430606717663
10.1002/ppap.201800139,10.1002/ppap.201800139,From patent to product? 50 years of low-pressure plasma sterilization,2018,3,1,2,Ag economics; Agtech; artificial intelligence; automation; bioremediation; biotic stress; breeding; carbon capture; community; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; food systems; fungi; gene expression; Genetics; genomics; imaging; IoT; labor; machine learning; materials engineering; microbes; modeling; outreach; pathology; pest mgmt; plant health; plant improvement; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; resource economics; risk management; robotics; science communication; sensing; sensors; social sciences; soil; sustainable ag; synthetic biology; waste management,53,3.9702919135521206,0.9999999999999997,0.9811320754716981,0.01886792452830188,0.35497265650367316
10.1002/ppap.201900126,10.1002/ppap.201900126,Characterisation of volume and surface dielectric barrier discharges in N2–O2 mixtures using optical emission spectroscopy,2019,8,1,7,materials engineering; renewable energy,2,0.6931471805599453,1.0,0.5,0.5,0.0584106746688991
10.1002/ppap.202000162,10.1002/ppap.202000162,Plasma agriculture: Review from the perspective of the plant and its ecosystem,2020,8,5,3,Ag economics; Agtech; artificial intelligence; automation; bioremediation; biotic stress; breeding; carbon capture; community; computer vision; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; education; food security; food systems; fungi; gene expression; Genetics; genomics; geospatial; imaging; IoT; labor; machine learning; mass spectronomy; materials engineering; microbes; modeling; nematodes; nutrient cycle; outreach; pathology; pest mgmt; plant health; plant improvement; plant signalling; plant-microbe interactions; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; resource economics; risk management; robotics; science communication; sensing; sensors; social sciences; soil; sustainable ag; synthetic biology; waste management,62,4.127134385045091,0.9999999999999998,0.9838709677419355,0.016129032258064512,0.36651251580843874
10.1002/ppap.202100089,10.1002/ppap.202100089,Depyrogenation using plasmas: A novel approach for endotoxin deactivation using a dielectric barrier discharge at atmospheric pressure,2021,11,1,10,Agtech; automation; bioremediation; carbon capture; conservation; CRISPR; disease control; Ecology; food systems; fungi; gene expression; Genetics; genomics; imaging; materials engineering; microbes; modeling; pathology; plant health; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; risk management; science communication; sensing; soil; sustainable ag; synthetic biology; waste management,33,3.4965075614664802,1.0,0.9696969696969697,0.03030303030303031,0.3311975761109921
10.1002/ppap.202100160,10.1002/ppap.202100160,Plasma-driven biocatalysis: In situ hydrogen peroxide production with an atmospheric pressure plasma jet increases the performance of OleT(JE) when compared to adding the same molar amount of hydrogen peroxide in bolus,2022,5,4,1,Agtech; automation; bioremediation; biotic stress; breeding; carbon capture; community; conservation; CRISPR; disease control; Ecology; food systems; fungi; gene expression; Genetics; genomics; imaging; materials engineering; microbes; modeling; nutrient cycle; pathology; pest mgmt; plant health; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; resource economics; science communication; soil; sustainable ag; synthetic biology; waste management,37,3.610917912644225,1.0000000000000002,0.972972972972973,0.02702702702702703,0.34365990778873934
10.1002/ppap.202300133,10.1002/ppap.202300133,Analysis of the effects of complex electrode geometries on the energy deposition and temporally and spatially,2023,6,3,3,Agtech; automation; carbon capture; computer vision; CRISPR; data analytics; data science; decision support; digital twin; digital twins; Ecology; gene expression; Genetics; genomics; imaging; materials engineering; microbes; modeling; pathology; precision ag; proteomics; regenerative ag; renewable energy; science communication; sensing; sensors; soil; sustainable ag,28,3.3322045101752034,0.9999999999999999,0.9642857142857143,0.03571428571428571,0.31576388428650054
10.1002/ppj2.20023,10.1002/ppj2.20023,"Images carried before the fire: The power, promise, and responsibility of latent phenotyping in plants",2021,4,1,3,Ag economics; Agtech; artificial intelligence; automation; biotic stress; breeding; community; computer vision; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; food systems; fungi; gene expression; Genetics; genomics; geospatial; imaging; IoT; machine learning; materials engineering; microbes; modeling; outreach; pathology; pest mgmt; plant health; plant improvement; plant signalling; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resource economics; risk management; science communication; sensing; social sciences; soil; sustainable ag; synthetic biology,49,3.8918202981106265,1.0,0.9795918367346939,0.020408163265306117,0.35521663338630943
10.1002/ppp3.10181,10.1002/ppp3.10181,Widespread co-occurrence of Sebacinales and arbuscular mycorrhizal fungi in switchgrass roots and soils has limited dependence on soil carbon or nutrients,2021,2,2,0,plant-microbe interactions,1,-0.0,0.0,0.0,1.0,0.0
10.1002/ppp3.10411,10.1002/ppp3.10411,Identifying sustainability assessment parameters for genetically engineered agrifoods,2023,5,4,1,Ag economics; conservation; decision support; food security; food systems; genomics; policy; regulatory science; renewable energy; resource economics; risk management; social sciences; sustainable ag,13,2.564949357461537,1.0000000000000002,0.9230769230769231,0.07692307692307693,0.307493205808757
10.1002/ps.4232,10.1002/ps.4232,Frankliniella fusca resistance to neonicotinoid insecticides: an emerging challenge for cotton pest management in the eastern United States,2016,14,4,10,biotic stress; breeding; community; conservation; disease control; Ecology; food security; food systems; fungi; Genetics; genomics; microbes; modeling; nematodes; outreach; pest mgmt; plant health; plant improvement; regulatory science; risk management; social sciences; soil; sustainable ag,23,3.1354942159291497,1.0,0.9565217391304348,0.043478260869565216,0.34724921877897064
10.1002/ps.4590,10.1002/ps.4590,Responses of neonicotinoid resistant and susceptible Frankliniella fusca life stages to multiple insecticide groups in cotton,2017,3,3,0,biotic stress; conservation; disease control; Ecology; food security; food systems; fungi; nematodes; pest mgmt; plant health; plant improvement; soil,12,2.484906649788001,1.0000000000000002,0.9166666666666666,0.08333333333333333,0.3209613933055543
10.1002/ps.4907,10.1002/ps.4907,Temporal efficacy of neonicotinoid seed treatments against Frankliniella fusca on cotton,2018,3,3,0,biotic stress; breeding; conservation; disease control; Ecology; food security; food systems; fungi; Genetics; microbes; nematodes; pest mgmt; plant health; plant improvement; soil,15,2.70805020110221,1.0,0.9333333333333333,0.06666666666666667,0.3456535550505726
10.1002/ps.5319,10.1002/ps.5319,Stability of neonicotinoid sensitivity in Frankliniella fusca populations found in agroecosystems of the southeastern USA,2019,3,2,1,Ag economics; Agtech; biotic stress; breeding; carbon capture; community; conservation; CRISPR; data science; disease control; Ecology; food security; food systems; fungi; Genetics; genomics; microbes; modeling; nematodes; outreach; pest mgmt; plant health; plant improvement; policy; regulatory science; renewable energy; resource economics; risk management; science communication; social sciences; soil; sustainable ag; synthetic biology,33,3.4965075614664802,1.0,0.9696969696969697,0.030303030303030307,0.3501640980417402
10.1002/ps.5664,10.1002/ps.5664,Novel mechanism of thrips suppression by Cry51Aa2.834_16 Bt toxin expressed in cotton,2019,5,3,2,biotic stress; breeding; conservation; disease control; Ecology; food security; food systems; fungi; Genetics; genomics; microbes; nematodes; pest mgmt; plant health; plant improvement; plant signalling; plant-microbe interactions; regulatory science; sustainable ag; synthetic biology,20,2.995732273553991,1.0,0.95,0.05000000000000002,0.3981476700203662
10.1002/ps.5825,10.1002/ps.5825,Feeding behavior of Frankliniella fusca on seedling cotton expressing Cry51Aa2.834_16Bt toxin,2020,3,3,0,biotic stress; conservation; disease control; Ecology; food security; food systems; fungi; microbes; nematodes; pest mgmt; plant health; plant improvement; plant-microbe interactions; soil,14,2.639057329615258,0.9999999999999998,0.9285714285714286,0.07142857142857142,0.40578812081579285
10.1002/ps.5912,10.1002/ps.5912,Perspective: enhancing economic evaluations and impacts of integrated pest management Farmer Field Schools (IPM-FFS) in low-income countries,2020,2,2,0,Ag economics; Agtech; automation; bioremediation; biotic stress; breeding; carbon capture; community; conservation; data analytics; data science; decision support; disease control; Ecology; education; food security; food systems; fungi; Genetics; genomics; geospatial; machine learning; microbes; modeling; outreach; pest mgmt; plant health; plant improvement; policy; regenerative ag; regulatory science; renewable energy; resource economics; risk management; science communication; social sciences; soil; supply chain; sustainable ag; waste management; workforce development,41,3.713572066704308,1.0,0.975609756097561,0.024390243902439025,0.34541256859784625
10.1002/ps.6393,10.1002/ps.6393,"Targeted RNA sequencing reveals differential patterns of transcript expression in geographically discrete, insecticide resistant populations of Leptinotarsa decemlineata",2021,6,1,5,Agtech; bioremediation; biotic stress; breeding; carbon capture; community; conservation; CRISPR; data analytics; data science; decision support; disease control; Ecology; food security; food systems; fungi; gene expression; Genetics; genomics; geospatial; microbes; modeling; nematodes; nutrient cycle; pathology; pest mgmt; plant health; plant improvement; plant signalling; policy; proteomics; regulatory science; renewable energy; resource economics; risk management; science communication; social sciences; soil; sustainable ag; synthetic biology,40,3.6888794541139363,1.0,0.975,0.025000000000000005,0.35270079360954376
10.1002/ps.6566,10.1002/ps.6566,Computer vision for detecting field‐evolved lepidopteran resistance to Bt maize,2021,5,5,0,Ag economics; Agtech; artificial intelligence; automation; biotic stress; breeding; carbon capture; community; computer vision; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; food security; food systems; fungi; gene expression; Genetics; genomics; geospatial; imaging; IoT; machine learning; materials engineering; microbes; modeling; nematodes; outreach; pathology; pest mgmt; plant health; plant improvement; plant signalling; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; resource economics; risk management; robotics; science communication; sensing; sensors; social sciences; soil; sustainable ag; synthetic biology; waste management,56,4.02535169073515,1.0,0.9821428571428571,0.017857142857142856,0.35296389853183335
10.1002/ps.6585,10.1002/ps.6585,Landscape‐level variation in Bt crops predict Helicoverpa zea (Lepidoptera: Noctuidae) resistance in cotton agroecosystems,2021,11,9,2,Ag economics; Agtech; artificial intelligence; automation; biotic stress; breeding; carbon capture; community; conservation; CRISPR; data analytics; data science; decision support; disease control; Ecology; food security; food systems; fungi; Genetics; genomics; geospatial; machine learning; microbes; modeling; nematodes; outreach; pest mgmt; plant health; plant improvement; policy; regulatory science; renewable energy; resource economics; risk management; science communication; sensing; social sciences; soil; sustainable ag; synthetic biology,40,3.6888794541139363,1.0,0.975,0.025000000000000005,0.34920582394715927
10.1002/ps.6855,10.1002/ps.6855,Helicoverpa zea (Lepidoptera: Noctuidae) feeding incidence and survival on Bt maize in relation to maize in the landscape,2022,7,3,4,Agtech; automation; biotic stress; breeding; carbon capture; community; conservation; CRISPR; data analytics; data science; decision support; disease control; Ecology; food security; food systems; fungi; Genetics; genomics; geospatial; microbes; modeling; nematodes; outreach; pest mgmt; plant health; plant improvement; plant signalling; policy; precision ag; regulatory science; renewable energy; resource economics; risk management; science communication; sensing; social sciences; soil; sustainable ag,38,3.6375861597263857,1.0,0.9736842105263158,0.026315789473684206,0.351977876066314
10.1002/ps.7274,10.1002/ps.7274,Imidacloprid-resistant Aphis gossypii populations are more common in cotton-dominated landscapes,2022,5,2,3,bioremediation; biotic stress; breeding; community; conservation; CRISPR; disease control; Ecology; food security; food systems; fungi; Genetics; genomics; microbes; modeling; nematodes; outreach; pest mgmt; plant health; plant improvement; plant signalling; policy; regulatory science; resource economics; risk management; science communication; social sciences; soil; sustainable ag,29,3.367295829986473,0.9999999999999996,0.9655172413793104,0.034482758620689655,0.3510474538379769
10.1002/ps.7604,10.1002/ps.7604,Changes in the herbicide sensitivity and competitive ability of <i>Abutilon theophrasti</i> over 28 years: Implications for hormesis and weed evolution,2023,7,6,1,Agtech; bioremediation; biotic stress; breeding; carbon capture; community; conservation; CRISPR; data science; disease control; Ecology; food security; food systems; fungi; Genetics; genomics; microbes; modeling; nematodes; nutrient cycle; pest mgmt; plant health; plant improvement; plant signalling; plant-microbe interactions; regulatory science; renewable energy; resource economics; science communication; social sciences; soil; sustainable ag; synthetic biology,33,3.4965075614664802,1.0,0.9696969696969697,0.03030303030303031,0.3842233796135648
10.1002/ps.7875,10.1002/ps.7875,Exploring the effect of region on diversity and composition of weed seedbanks in herbicide-resistant crop systems in the United States,2023,10,2,8,Ag economics; Agtech; artificial intelligence; automation; bioremediation; biotic stress; breeding; carbon capture; community; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; food security; food systems; fungi; gene expression; Genetics; genomics; geospatial; machine learning; materials engineering; microbes; modeling; nematodes; nutrient cycle; outreach; pathology; pest mgmt; plant health; plant improvement; plant signalling; plant-microbe interactions; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resource economics; risk management; science communication; sensing; social sciences; soil; sustainable ag; synthetic biology,52,3.951243718581428,1.0000000000000002,0.9807692307692307,0.019230769230769232,0.3741841720101484
10.1002/pssr.201800340,10.1002/pssr.201800340,Polarization Mechanisms in P(VDF‐TrFE) Ferroelectric Thin Films,2018,7,2,5,materials engineering; renewable energy,2,0.6931471805599453,1.0,0.5,0.5,0.0584106746688991
10.1002/PSSR.201870331,10.1002/PSSR.201870331,Polarization Mechanisms in P(VDF-TrFE) Ferroelectric Thin Films (Phys. Status Solidi RRL 10/2018),2018,7,1,6,materials engineering; renewable energy; science communication,3,1.0986122886681096,0.9999999999999998,0.6666666666666667,0.3333333333333333,0.3105857448317664
10.1002/pssr.202100012,10.1002/pssr.202100012,Impact of Iridium Oxide Electrodes on the Ferroelectric Phase of Thin Hf<sub>0.5</sub>Zr<sub>0.5</sub>O<sub>2</sub> Films,2021,11,1,10,materials engineering,1,-0.0,0.0,0.0,1.0,0.0
10.1002/qj.3508,10.1002/qj.3508,Classifying the nocturnal atmospheric boundary layer into temperature and flow regimes,2019,6,1,5,,0,0.0,0.0,0.0,0.0,0.0
10.1002/rcm.9189,10.1002/rcm.9189,Discovery proteomics of human placental tissue,2021,4,2,2,Agtech; artificial intelligence; automation; biotic stress; breeding; community; computer vision; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; food security; food systems; fungi; gene expression; Genetics; genomics; imaging; IoT; labor; machine learning; mass spectronomy; materials engineering; microbes; modeling; nematodes; nutrient cycle; outreach; pathology; pest mgmt; plant health; plant improvement; policy; precision ag; proteomics; regenerative ag; regulatory science; resilient ag; resource economics; risk management; science communication; sensing; social sciences; soil; sustainable ag; synthetic biology; waste management,52,3.951243718581428,1.0000000000000002,0.9807692307692307,0.01923076923076923,0.3544624302768008
10.1002/rcm.9431,10.1002/rcm.9431,A bottom-up proteomics workflow for a system containing multiple organisms,2022,5,3,2,Ag economics; Agtech; artificial intelligence; automation; bioremediation; biotic stress; breeding; carbon capture; community; computer vision; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; food security; food systems; fungi; gene expression; Genetics; genomics; geospatial; imaging; IoT; labor; machine learning; mass spectronomy; materials engineering; microbes; modeling; nematodes; nutrient cycle; outreach; pathology; pest mgmt; plant health; plant improvement; plant signalling; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; resource economics; risk management; robotics; science communication; sensing; sensors; social sciences; soil; supply chain; sustainable ag; synthetic biology; waste management,61,4.1108738641733105,0.9999999999999998,0.9836065573770492,0.01639344262295082,0.3480546807471935
10.1002/rob.22166,10.1002/rob.22166,Field-based robotic leaf angle detection and characterization of maize plants using stereo vision and deep convolutional neural networks,2023,6,1,5,automation; computer vision; data science; genomics; geospatial; imaging; machine learning; modeling; pest mgmt; plant improvement; plant signalling; robotics; sensing,13,2.564949357461537,1.0000000000000002,0.9230769230769231,0.07692307692307693,0.3460257751002689
10.1002/rob.22490,10.1002/rob.22490,High-Throughput Robotic Phenotyping for Quantifying Tomato Disease Severity Enabled by Synthetic Data and Domain-Adaptive Semantic Segmentation,2024,8,7,1,Agtech; artificial intelligence; automation; biotic stress; breeding; community; computer vision; conservation; CRISPR; data analytics; data science; disease control; Ecology; food security; food systems; fungi; Genetics; genomics; geospatial; imaging; machine learning; modeling; outreach; pathology; pest mgmt; plant health; plant improvement; plant signalling; precision ag; proteomics; robotics; sensing; soil; synthetic biology,34,3.526360524616162,1.0000000000000002,0.9705882352941176,0.029411764705882356,0.3546592568352458
10.1002/saj2.20079,10.1002/saj2.20079,"Ammonia volatilization, nitrous oxide emissions, and corn yields as influenced by nitrogen placement and enhanced efficiency fertilizers",2020,7,1,6,nutrient cycle; soil,2,0.6931471805599453,1.0,0.5,0.5,0.3194486492700955
10.1002/saj2.20104,10.1002/saj2.20104,Impacts of corn stover removal on carbon dioxide and nitrous oxide emissions,2020,7,1,6,,0,0.0,0.0,0.0,0.0,0.0
10.1002/saj2.20367,10.1002/saj2.20367,Cover crops can increase ammonia volatilization and reduce the efficacy of urease inhibitors,2021,4,3,1,nutrient cycle; soil,2,0.6931471805599453,1.0,0.5,0.5,0.3194486492700955
10.1002/saj2.20491,10.1002/saj2.20491,Critical soil test values of phosphorus and potassium for soybean and corn in three long-term trials in North Carolina,2022,7,6,1,nutrient cycle; soil,2,0.6931471805599453,1.0,0.5,0.5,0.3194486492700955
10.1002/saj2.20779,10.1002/saj2.20779,"Soybean yield is positively linked to organic matter, but planting date remains more influential",2024,6,1,5,carbon capture; conservation; data analytics; data science; food security; food systems; geospatial; modeling; nutrient cycle; pest mgmt; plant health; resource economics; social sciences; soil; sustainable ag,15,2.70805020110221,1.0,0.9333333333333333,0.06666666666666667,0.29311589789518505
10.1002/sia.6255,10.1002/sia.6255,Investigating Pb diffusion across buried interfaces in Pb(Zr0.2Ti0.8)O3 thin films via time‐of‐flight secondary ion mass spectrometry depth profiling,2017,5,3,2,,0,0.0,0.0,0.0,0.0,0.0
10.1002/smll.202203491,10.1002/smll.202203491,Surface Wrinkling for Flexible and Stretchable Sensors,2022,5,3,2,materials engineering; sensing; sensors,3,1.0986122886681096,0.9999999999999998,0.6666666666666667,0.3333333333333333,0.3026688236180758
10.1002/tax.12400,10.1002/tax.12400,"Proposal to change the conserved type of Ipomoea, nom. cons. (Convolvulaceae)",2020,41,3,38,,0,0.0,0.0,0.0,0.0,0.0
10.1002/tax.12692,10.1002/tax.12692,(2863) Proposal to conserve the name <i>Golovinomyces</i> against <i>Euoidium</i> (<i>Ascomycota</i>: <i>Erysiphaceae</i>),2022,3,1,2,,0,0.0,0.0,0.0,0.0,0.0
10.1002/tax.12693,10.1002/tax.12693,(2864) Proposal to conserve the name <i>Microsphaera alphitoides</i> (<i>Erysiphe alphitoides</i>) (<i>Ascomycota</i>: <i>Erysiphaceae</i>) with a conserved type,2022,3,1,2,,0,0.0,0.0,0.0,0.0,0.0
10.1002/tpg2.20031,10.1002/tpg2.20031,Identification of regions under selection and loci controlling agronomic traits in a soft red winter wheat population,2020,4,1,3,breeding; Genetics; genomics; plant improvement,4,1.3862943611198906,1.0,0.75,0.25,0.2456881493015921
10.1002/tpg2.20082,10.1002/tpg2.20082,Analysis of the primary sources of quantitative adult plant resistance to stripe rust in US soft red winter wheat germplasm,2021,11,4,7,,0,0.0,0.0,0.0,0.0,0.0
10.1002/tpg2.20101,10.1002/tpg2.20101,An anchored chromosome-scale genome assembly of spinach improves annotation and reveals extensive gene rearrangements in euasterids,2021,15,4,11,breeding; CRISPR; data science; fungi; gene expression; Genetics; genomics; microbes; plant health; plant improvement; proteomics; synthetic biology,12,2.484906649788001,1.0000000000000002,0.9166666666666666,0.08333333333333334,0.3355606846369481
10.1002/tpg2.20188,10.1002/tpg2.20188,Multi-trait genomic selection can increase selection accuracy for deoxynivalenol accumulation resulting from fusarium head blight in wheat,2022,6,1,5,breeding; data analytics; data science; decision support; Genetics; genomics; machine learning; modeling; pest mgmt; plant health; plant improvement,11,2.3978952727983707,1.0,0.9090909090909091,0.09090909090909091,0.33248219943903246
